Best model	R1	R4	R7	R6	R8	R9
Glyma02g16210.1	0	0	0	0.000374171	9.35427E-05	0.000224503
Glyma19g40930.1	0.000140314	0.000140314	0	0.000140314	0.000280628	0
Glyma18g03750.1	0.000187085	9.35427E-05	0.000280628	0.000140314	0	0
Glyma11g04750.1	7.48342E-05	9.35427E-05	0.000430297	0.000102897	0	0
Glyma13g41060.1	0.000149668	5.61256E-05	0	0.000243211	0.000159023	9.35427E-05
Glyma05g36330.1	9.35427E-05	0	0.000233857	0.000280628	0	9.35427E-05
Glyma05g27260.1	0	0	0	9.35427E-05	0.0003274	0.000280628
Glyma16g32360.2	0.000121606	6.54799E-05	0.000140314	0.000187085	9.35427E-05	9.35427E-05
Glyma14g01290.1	0.000187085	0	0.000140314	0.000187085	9.35427E-05	9.35427E-05
Glyma03g42310.1	0.000336754	0	0	0.000149668	0	0.000224503
Glyma15g00780.1	0.000280628	0.000187085	9.35427E-05	0	0	0.000149668
Glyma10g06480.1	0.000252565	9.35427E-05	4.67714E-05	0	0.0003274	0
Glyma10g42800.2	0	0.000252565	0.000280628	0	0.000187085	0
Glyma17g03700.1	0.0003274	0	0	0	0.000402234	0
Glyma18g04660.1	0	0	0.000439651	0.000252565	4.67714E-05	0
Glyma03g30110.1	0.00013096	0.00013096	0	0.000149668	0.000224503	0.000112251
Glyma13g20680.1	0	0.000467714	4.67714E-05	0	0.000233857	0
Glyma10g29000.1	0.000374171	0	0	0	0.000374171	0
Glyma04g37030.1	0.000561256	0.000187085	0	0	0	0
Glyma05g00590.1	0	0	0.000280628	0	0.000374171	9.35427E-05
Glyma10g07480.1	0	0.000187085	0.000187085	0.000374171	0	0
Glyma02g05540.1	0	0	0	0.0003274	0.000420942	0
Glyma03g35470.2	0	0	9.35427E-05	0	0.000467714	0.000187085
Glyma10g40340.1	0.000187085	0	0	0	0.000374171	0.000187085
Glyma08g21340.1	0	9.35427E-05	0	0.000187085	9.35427E-05	0.000374171
Glyma10g34370.1	0	0	0	0	0.000561256	0.000187085
Glyma18g52340.1	0	0	0.000280628	0.000374171	0	9.35427E-05
Glyma04g38670.1	9.35427E-05	0	0.000280628	0	0	0.000374171
Glyma10g30130.1	0	0	0	0.000654799	9.35427E-05	0
Glyma17g37110.1	0.000187085	0	9.35427E-05	0.000280628	0.000187085	0
Glyma17g13930.1	9.35427E-05	0.000187085	9.35427E-05	0.000280628	9.35427E-05	0
Glyma06g08670.1	0	0	0	9.35427E-05	0.000467714	0.000187085
Glyma01g35910.1	0	9.35427E-05	0	0.000280628	0.000187085	0.000187085
Glyma11g35540.1	0	0	0	0	0.000280628	0.000467714
Glyma03g25740.1	0	0.000467714	0	0.000280628	0	0
Glyma05g33810.1	9.35427E-05	0.000187085	0.000280628	9.35427E-05	9.35427E-05	0
Glyma01g07930.1	0	0	0	0.000374171	0	0.000374171
Glyma05g33540.2	9.35427E-05	0	0.000187085	0.000280628	0	0.000187085
Glyma17g11640.1	9.35427E-05	9.35427E-05	9.35427E-05	9.35427E-05	9.35427E-05	0.000280628
Glyma08g44670.1	0	0.000280628	9.35427E-05	9.35427E-05	0.000280628	0
Glyma18g13840.1	0	0	0.000187085	0.000374171	0	0.000187085
Glyma05g02800.1	0	9.35427E-05	0	0	0.000280628	0.000374171
Glyma02g07300.1	9.35427E-05	9.35427E-05	0.000280628	0	0.000280628	0
Glyma19g22690.1	9.35427E-05	0.000187085	0.000187085	9.35427E-05	0	0.000187085
Glyma17g05980.1	0	0.000748342	0	0	0	0
Glyma13g30410.1	0	9.35427E-05	0.000374171	0	0.000280628	0
Glyma04g41370.1	0	0.000280628	0.000374171	0	0	9.35427E-05
Glyma03g33080.1	0	0	0	0.000187085	0.000187085	0.000374171
Glyma19g34960.1	9.35427E-05	0	0	0.000374171	0	0.000280628
Glyma16g05240.1	0.000187085	9.35427E-05	0.000374171	9.35427E-05	0	0
Glyma18g04730.1	0	9.35427E-05	0	0.000280628	0.000187085	0.000187085
Glyma17g13470.1	0.000187085	9.35427E-05	0.000187085	9.35427E-05	9.35427E-05	9.35427E-05
Glyma02g47120.1	0.000280628	9.35427E-05	9.35427E-05	0	0.000280628	0
Glyma10g22710.1	9.35427E-05	9.35427E-05	9.35427E-05	0.000187085	0.000280628	0
Glyma14g00340.1	0.000187085	0	0	0.000187085	9.35427E-05	0.000280628
Glyma16g01060.1	0	0.000280628	0.000374171	0	9.35427E-05	0
Glyma07g34290.1	9.35427E-05	0.000280628	9.35427E-05	9.35427E-05	0.000187085	0
Glyma19g41590.1	0.000280628	0.000280628	0	9.35427E-05	0	9.35427E-05
Glyma11g04720.1	0.000280628	9.35427E-05	0	0	0	0.000374171
Glyma12g29110.1	0	9.35427E-05	0.000374171	9.35427E-05	0.000187085	0
Glyma12g02410.1	0	0.000187085	0.000187085	0.000187085	0.000187085	0
Glyma12g02330.1	9.35427E-05	0.000374171	0	0.000187085	9.35427E-05	0
Glyma02g10570.1	0	0	0	9.35427E-05	0.000280628	0.000374171
Glyma03g16510.1	0	0	0	0.000280628	0.000374171	9.35427E-05
Glyma11g21160.1	0.000187085	0.000187085	0	0.000187085	9.35427E-05	9.35427E-05
Glyma07g38460.1	0.000467714	9.35427E-05	0	0	9.35427E-05	9.35427E-05
Glyma02g26160.1	0.000374171	0.000280628	0	9.35427E-05	0	0
Glyma9032s00200.1	9.35427E-05	9.35427E-05	9.35427E-05	0.000280628	0.000187085	0
Glyma18g48370.1	9.35427E-05	0	0.000187085	9.35427E-05	0	0.000374171
Glyma16g33280.1	9.35427E-05	9.35427E-05	9.35427E-05	0	0	0.000467714
Glyma9073s00200.1	0.000561256	0	0	9.35427E-05	9.35427E-05	0
Glyma19g01470.1	0.000280628	0	0	0.000187085	9.35427E-05	0.000187085
Glyma04g03280.1	0.000187085	0	0.000187085	0	0.000280628	9.35427E-05
Glyma16g33870.1	0.000280628	0	0.000187085	0	9.35427E-05	0.000187085
Glyma04g38010.1	0.000336754	0.000177731	7.48342E-05	9.35427E-05	7.48342E-05	0
Glyma13g01040.1	0	0.000364817	0.00019644	0	0.00019644	0
Glyma05g37760.1	0	0	0	0.000280628	0.00039288	9.35427E-05
Glyma15g11530.1	0.00013096	0.000187085	0.000299337	0.000149668	0	0
Glyma08g05250.1	0	0.000140314	0	0.000280628	9.35427E-05	0.000280628
Glyma10g00920.2	0	0.000795113	0	0	0	0
Glyma04g16670.1	0	9.35427E-05	0.000187085	0	0	0.000514485
Glyma17g01000.1	0	0	0	0.000374171	0	0.000420942
Glyma06g12890.3	9.35427E-05	0.000140314	0.0003274	0	0.000233857	0
Glyma10g29490.2	9.35427E-05	0.000374171	0	9.35427E-05	0.000233857	0
Glyma19g28700.1	0.000233857	9.35427E-05	0.000187085	0	0	0.000280628
Glyma13g42360.1	0	0	0.000355462	0.000449005	0	0
Glyma04g39390.1	0	0.000187085	0.000280628	0.000159023	0.000187085	0
Glyma02g43930.1	0	0	0	0.000215148	0.000233857	0.000374171
Glyma10g05660.2	0.000280628	8.41885E-05	0.000374171	0	9.35427E-05	0
Glyma02g26840.1	0	0.000280628	0.000561256	0	0	0
Glyma19g36080.1	0	0	0.000280628	0.000561256	0	0
Glyma08g01460.1	0.000561256	0.000280628	0	0	0	0
Glyma18g03100.1	9.35427E-05	0	0.000187085	0.000187085	9.35427E-05	0.000280628
Glyma10g40750.1	9.35427E-05	9.35427E-05	0.000374171	0.000280628	0	0
Glyma09g30410.1	0	0	0.000561256	0	0.000280628	0
Glyma06g00790.1	0.000187085	0	0	0	9.35427E-05	0.000561256
Glyma20g01010.1	0.000280628	0.000280628	0.000280628	0	0	0
Glyma05g07680.1	0	9.35427E-05	9.35427E-05	0.000187085	0	0.000467714
Glyma12g31850.1	0.000467714	0	0	0	0.000374171	0
Glyma08g15420.1	0.000187085	0.000187085	0	9.35427E-05	0	0.000374171
Glyma13g19840.1	0	9.35427E-05	0.000187085	9.35427E-05	0.000280628	0.000187085
Glyma14g04900.1	0.000374171	0	0	0.000467714	0	0
Glyma09g31930.1	0	0.000187085	0.000280628	9.35427E-05	0.000187085	9.35427E-05
Glyma13g02870.1	9.35427E-05	0.000187085	0	0.000374171	0.000187085	0
Glyma18g18050.1	0.000187085	0	0	0.000467714	0	0.000187085
Glyma11g11250.1	0.000187085	0	0	0.000280628	0	0.000374171
Glyma11g09890.1	0.000187085	9.35427E-05	0	0.000374171	0.000187085	0
Glyma13g24880.1	0.000374171	0.000187085	0	9.35427E-05	0	0.000187085
Glyma20g38440.1	0	0.000654799	0.000187085	0	0	0
Glyma08g03970.1	0.000374171	0	0	0	0.000467714	0
Glyma08g07880.1	0.000187085	0.000187085	0.000187085	0.000187085	9.35427E-05	0
Glyma13g23060.1	0.000280628	0.000280628	9.35427E-05	9.35427E-05	9.35427E-05	0
Glyma09g39800.1	0	9.35427E-05	0	0.000748342	0	0
Glyma10g36780.1	9.35427E-05	9.35427E-05	0.000187085	4.67714E-05	0	0.000420942
Glyma12g04100.1	0	0.000187085	0.000374171	9.35427E-05	9.35427E-05	9.35427E-05
Glyma13g44830.1	0.000280628	0	9.35427E-05	0.000187085	9.35427E-05	0.000187085
Glyma05g30200.1	0.000187085	0.000187085	9.35427E-05	9.35427E-05	0.000187085	9.35427E-05
Glyma17g37280.1	0	0	0.000467714	0	0	0.000374171
Glyma18g46390.1	0.000280628	9.35427E-05	0.000280628	0	9.35427E-05	9.35427E-05
Glyma19g01580.1	0.000187085	9.35427E-05	0	0.000280628	0.000187085	9.35427E-05
Glyma11g10080.1	0.000374171	0	0	0	0.000280628	0.000187085
Glyma9031s00200.1	9.35427E-05	0.000654799	0	0	9.35427E-05	0
Glyma02g09440.1	0	0	0	0.000187085	0.000280628	0.000374171
Glyma07g20400.1	0	0.000467714	0.000280628	0	9.35427E-05	0
Glyma13g03850.1	0.000187085	0.000280628	0.000187085	0.000187085	0	0
Glyma04g40090.1	0.000374171	0	0	0.000374171	0	9.35427E-05
Glyma08g41660.1	0	9.35427E-05	0	0	0	0.000757696
Glyma05g33320.1	5.61256E-05	8.41885E-05	7.48342E-05	0.000374171	0.00026192	0
Glyma08g13300.2	0	0.000205794	0.00013096	0.000355462	0	0.000168377
Glyma10g28890.1	0.000561256	0	0	0.000299337	0	0
Glyma08g02630.1	0.000355462	0.000374171	0	0.00013096	0	0
Glyma01g41660.1	0	0	0.000280628	9.35427E-05	6.54799E-05	0.000420942
Glyma14g39810.1	9.35427E-05	0.000701571	0	0	8.41885E-05	0
Glyma20g38740.1	0.000514485	0.000280628	9.35427E-05	0	0	0
Glyma18g48010.1	0.0003274	0	0	0.000280628	0.000187085	9.35427E-05
Glyma17g14730.1	0.000187085	0	0.0003274	0	0.000374171	0
Glyma19g01210.3	0.000561256	0.000336754	0	0	0	0
Glyma02g03990.2	0.000187085	0.000121606	0	2.80628E-05	0.000561256	0
Glyma17g37770.1	0.00013096	5.61256E-05	0.000205794	9.35427E-05	0.000149668	0.00026192
Glyma06g09220.1	0.000215148	0.000505131	0	0	0	0.00019644
Glyma08g02960.1	0	4.67714E-05	0	0	0.000205794	0.000673508
Glyma20g09810.1	0.000159023	0	7.48342E-05	0.000224503	0	0.000477068
Glyma08g43250.1	9.35427E-05	0.000280628	0	0	0.000187085	0.000374171
Glyma06g39710.1	9.35427E-05	0	0.000187085	9.35427E-05	0.000561256	0
Glyma06g22060.1	9.35427E-05	9.35427E-05	9.35427E-05	0.000280628	9.35427E-05	0.000280628
Glyma9061s00200.1	9.35427E-05	0.000187085	0	0	9.35427E-05	0.000561256
Glyma02g36230.1	0.000187085	9.35427E-05	0.000280628	0	9.35427E-05	0.000280628
Glyma10g44120.1	9.35427E-05	0	0.000280628	0.000187085	0	0.000374171
Glyma16g24270.1	0.000374171	0	0.000187085	9.35427E-05	0.000280628	0
Glyma11g01800.1	0	0	0	0	0.000561256	0.000374171
Glyma12g01610.1	0	0.000187085	9.35427E-05	0.000374171	0.000280628	0
Glyma20g23250.1	0	0	0	0.000561256	0.000280628	9.35427E-05
Glyma05g22480.1	0.000654799	0	0	0.000280628	0	0
Glyma08g24950.1	9.35427E-05	0.000187085	0.000280628	0	0.000280628	9.35427E-05
Glyma15g09530.1	0.000187085	9.35427E-05	0.000187085	0.000187085	0	0.000280628
Glyma07g38940.1	0.000187085	9.35427E-05	0	9.35427E-05	0.000280628	0.000280628
Glyma18g08050.1	0.0003274	0.000187085	0	0.000140314	0.000280628	0
Glyma18g19080.1	0.000187085	0	0	0	0.000467714	0.000280628
Glyma12g35050.1	0	9.35427E-05	0	0.000187085	9.35427E-05	0.000561256
Glyma16g22650.1	0.000187085	0	9.35427E-05	0.000280628	0.000280628	9.35427E-05
Glyma10g39540.1	0	0.000561256	0.000280628	9.35427E-05	0	0
Glyma20g33060.1	0.000187085	0.000280628	0	0	0.000187085	0.000280628
Glyma07g05130.1	0.000187085	0.000187085	0	0.000467714	9.35427E-05	0
Glyma12g34500.1	9.35427E-05	0.000374171	0	0.000187085	0.000187085	9.35427E-05
Glyma15g08800.1	0.000374171	9.35427E-05	9.35427E-05	0.000187085	0.000187085	0
Glyma18g10270.1	0.000374171	9.35427E-05	0.000187085	0	0.000187085	9.35427E-05
Glyma09g34090.1	0	0.000280628	0.000374171	0	0.000187085	9.35427E-05
Glyma09g24430.1	9.35427E-05	0	9.35427E-05	0.000187085	9.35427E-05	0.000467714
Glyma07g03230.1	9.35427E-05	0	0	0.000280628	9.35427E-05	0.000467714
Glyma02g15120.1	0.000280628	9.35427E-05	9.35427E-05	0	0.000280628	0.000187085
Glyma07g08110.1	0	0.000374171	9.35427E-05	9.35427E-05	0	0.000374171
Glyma9059s00200.1	9.35427E-05	0.000280628	0.000187085	9.35427E-05	0.000187085	9.35427E-05
Glyma06g13260.1	0.000374171	9.35427E-05	0	9.35427E-05	0.000187085	0.000187085
Glyma07g00580.1	9.35427E-05	0.000187085	0.000187085	0.000280628	0	0.000187085
Glyma08g42730.1	0.000374171	0.000187085	0	9.35427E-05	0.000187085	9.35427E-05
Glyma08g03120.1	0.000374171	0.000187085	0.000187085	9.35427E-05	9.35427E-05	0
Glyma17g16330.1	0.000187085	0.000280628	0.000187085	0	0.000187085	9.35427E-05
Glyma20g29230.1	0.000374171	9.35427E-05	0	0.000374171	0	9.35427E-05
Glyma18g53700.1	0.000374171	0	0.000187085	0.000187085	9.35427E-05	9.35427E-05
Glyma15g07400.1	0	9.35427E-05	0.000561256	0	0.000187085	9.35427E-05
Glyma15g16320.1	9.35427E-05	0	0.000280628	0	0.000374171	0.000187085
Glyma03g05460.1	0.000374171	0	0.000187085	9.35427E-05	0.000187085	9.35427E-05
Glyma07g30970.1	0.000280628	0	9.35427E-05	0.000374171	9.35427E-05	9.35427E-05
Glyma12g35620.1	0	0.000654799	0.000187085	0	9.35427E-05	0
Glyma20g36930.1	9.35427E-05	0.000187085	0.000187085	0.000187085	0.000187085	9.35427E-05
Glyma10g06590.1	0.000383525	9.35427E-05	0	9.35427E-05	9.35427E-05	0.000280628
Glyma13g27490.1	0.000374171	0.000187085	0	0.00019644	0.000187085	0
Glyma14g00760.1	9.35427E-05	0.000159023	0.000233857	9.35427E-05	0	0.000374171
Glyma07g11810.1	0.000187085	0	0.000280628	9.35427E-05	0.000402234	0
Glyma09g32430.1	0.000280628	9.35427E-05	0	0	0.00013096	0.000467714
Glyma05g09310.1	0.000673508	0	0	0	0	0.000299337
Glyma18g52650.1	9.35427E-05	0.000168377	0.000308691	0	0.000364817	4.67714E-05
Glyma08g10200.1	0.000374171	0.000280628	0	0	0.0003274	0
Glyma08g24000.1	0.000140314	9.35427E-05	0	0.000467714	0.000280628	0
Glyma03g33990.1	0.000112251	9.35427E-05	4.67714E-05	7.48342E-05	0.000205794	0.000486422
Glyma08g16180.1	0.000280628	0.000561256	0	9.35427E-05	9.35427E-05	0
Glyma07g18570.1	0.000374171	0.000187085	0	0.000467714	0	0
Glyma13g24850.1	9.35427E-05	9.35427E-05	0	0	0.000280628	0.000561256
Glyma06g02040.4	7.48342E-05	0	0.000364817	0	0.000551902	3.74171E-05
Glyma08g42430.1	0	0.000187085	0.000187085	0.000187085	0.000374171	9.35427E-05
Glyma06g19920.1	0.000187085	0.000280628	0.000187085	0	0.000280628	9.35427E-05
Glyma13g05340.1	0.000374171	0	0.000187085	0	0.000280628	0.000187085
Glyma08g26830.1	0.000187085	9.35427E-05	0	0	0.000187085	0.000561256
Glyma11g07540.1	0.000280628	9.35427E-05	0	0.000561256	9.35427E-05	0
Glyma15g05020.1	0	0.000187085	0.000187085	0.000243211	0.00013096	0.000280628
Glyma10g28370.2	0.000243211	0.000149668	0	0.000168377	0.000187085	0.000280628
Glyma01g03610.1	0	0	0.000187085	0.000187085	0	0.000654799
Glyma20g31330.1	0.000187085	0.000374171	0	0	0.000187085	0.000280628
Glyma01g09160.1	0	0	9.35427E-05	0.000374171	0.000187085	0.000374171
Glyma13g25180.1	0.000187085	0	0	0.000561256	9.35427E-05	0.000187085
Glyma15g14550.1	0.000280628	0	0.000187085	0	0.000280628	0.000280628
Glyma08g03500.1	9.35427E-05	0	0	0	0.000654799	0.000280628
Glyma05g29050.1	0.000187085	0.000374171	0	0.000187085	9.35427E-05	0.000187085
Glyma16g22680.1	0	0.000467714	0.000187085	0	9.35427E-05	0.000280628
Glyma16g34450.1	0.000140314	9.35427E-05	0.000140314	0.000187085	9.35427E-05	0.000374171
Glyma02g15130.1	0.000374171	9.35427E-05	0	0.000187085	0.000374171	0
Glyma07g31570.1	9.35427E-05	0.000374171	0.000280628	0.000187085	0	9.35427E-05
Glyma17g17040.1	9.35427E-05	9.35427E-05	0.000187085	0.000374171	0.000280628	0
Glyma19g02380.1	9.35427E-05	0.000187085	9.35427E-05	0.000374171	0.000187085	9.35427E-05
Glyma15g30110.1	9.35427E-05	0	0	0.000280628	0.000280628	0.000374171
Glyma03g24980.1	0.000187085	9.35427E-05	0.000187085	0.000374171	0.000187085	0
Glyma06g03410.1	0	9.35427E-05	9.35427E-05	0.000280628	0.000374171	0.000187085
Glyma12g22240.1	0	0.000374171	0	9.35427E-05	0.000280628	0.000280628
Glyma08g45550.1	0	0.000374171	9.35427E-05	0.000187085	0.000374171	0
Glyma06g15890.1	9.35427E-05	0	0	0.000374171	0.000467714	9.35427E-05
Glyma11g01470.1	0.000280628	0	0	0.000280628	9.35427E-05	0.000374171
Glyma02g43080.1	0.000374171	0	9.35427E-05	0.000280628	0.000280628	0
Glyma19g36740.1	0.000177731	3.74171E-05	4.67714E-05	0.000215148	6.54799E-05	0.000486422
Glyma08g11670.1	0.000280628	0	0.000280628	0.000187085	9.35427E-05	0.000187085
Glyma08g18640.1	0.000187085	9.35427E-05	0.000187085	0.000280628	0	0.000280628
Glyma09g31960.1	9.35427E-05	0.000187085	0.000374171	9.35427E-05	0.000280628	0
Glyma02g29160.1	0.00013096	0	0	9.35427E-05	0.000598674	0.000224503
Glyma16g19350.1	0.000579965	0	0.000187085	9.35427E-05	9.35427E-05	9.35427E-05
Glyma08g00910.1	0.000523839	0.000177731	7.48342E-05	9.35427E-05	0.000187085	0
Glyma09g25250.1	0.000280628	9.35427E-05	0.000252565	9.35427E-05	0.000243211	9.35427E-05
Glyma05g32860.1	0.000187085	0	9.35427E-05	0.000187085	9.35427E-05	0.000495777
Glyma13g40140.1	0	0	0.000467714	0	0.000318045	0.000280628
Glyma03g34820.1	6.54799E-05	0.00013096	6.54799E-05	0.000187085	0.000430297	0.000187085
Glyma16g29750.1	9.35427E-05	0.000374171	0.000140314	0.000187085	0.00013096	0.000140314
Glyma12g01290.1	0.000280628	9.35427E-05	9.35427E-05	9.35427E-05	0.000411588	9.35427E-05
Glyma06g46190.1	0.000654799	0.000280628	9.35427E-05	4.67714E-05	0	0
Glyma10g13190.1	0.000187085	0	9.35427E-05	0.000187085	9.35427E-05	0.000514485
Glyma06g12090.1	9.35427E-05	0	0	0	0.000748342	0.000233857
Glyma14g01100.1	0.000420942	0	0	0.000280628	0.000374171	0
Glyma06g45050.2	0.000140314	0.000140314	0	9.35427E-05	0.0003274	0.000374171
Glyma05g07640.1	0	0.000243211	0	0.000280628	0.000374171	0.000187085
Glyma08g00480.1	0.000187085	9.35427E-05	0.000187085	9.35427E-05	0.000280628	0.000243211
Glyma19g00870.1	0.000374171	0	0.000187085	0	0	0.000542548
Glyma16g03760.1	0.000187085	0	0.000187085	0	0.000561256	0.000187085
Glyma08g18490.1	0.000374171	0	0	0.000467714	0.000280628	0
Glyma20g05700.1	9.35427E-05	0	0.000187085	0.000467714	9.35427E-05	0.000280628
Glyma06g43840.1	9.35427E-05	0	9.35427E-05	0.000374171	0	0.000561256
Glyma12g01260.1	0.000280628	0.000374171	0.000280628	0	9.35427E-05	9.35427E-05
Glyma0048s00300.1	9.35427E-05	0.000187085	9.35427E-05	9.35427E-05	0.000187085	0.000467714
Glyma09g38500.1	0	0	0.000187085	9.35427E-05	0.000280628	0.000561256
Glyma15g11500.1	0	0.000374171	0.000280628	9.35427E-05	9.35427E-05	0.000280628
Glyma08g40810.1	0.000187085	0.000374171	9.35427E-05	9.35427E-05	0.000374171	0
Glyma10g04720.1	0.000374171	0	9.35427E-05	0.000187085	9.35427E-05	0.000374171
Glyma08g19170.1	0	0	0	0.000654799	0.000280628	0.000187085
Glyma15g24680.1	0.000561256	0	0	0.000280628	0	0.000280628
Glyma16g09320.1	0.000280628	0.000187085	0.000187085	0	0.000280628	0.000187085
Glyma07g38850.1	0.000280628	0.000280628	0.000374171	0	9.35427E-05	9.35427E-05
Glyma15g15200.1	9.35427E-05	9.35427E-05	0.000561256	0	0	0.000374171
Glyma02g45190.1	0.000374171	0	0	0.000561256	0	0.000187085
Glyma14g09420.1	0.000140314	0.000467714	0.000187085	0	9.35427E-05	0.000233857
Glyma11g08920.1	9.35427E-05	0.000187085	0.000187085	0	0.000280628	0.000374171
Glyma11g33880.1	9.35427E-05	0	0.000280628	0.000374171	0.000280628	9.35427E-05
Glyma02g36530.1	9.35427E-05	0.000748342	0.000187085	0	9.35427E-05	0
Glyma05g37850.1	0	0.000374171	0	0.000280628	0.000477068	0
Glyma14g04890.1	0	0.000467714	0	0.000121606	0.000233857	0.0003274
Glyma19g32990.1	0.00013096	0.000168377	0.00013096	0	0.000692216	3.74171E-05
Glyma18g52780.1	0.000121606	1.87085E-05	4.67714E-05	0.000495777	0.000102897	0.000374171
Glyma14g07270.1	0	0.000449005	0	0	0	0.000710925
Glyma05g28490.1	9.35427E-05	0.000654799	0	0.000252565	6.54799E-05	9.35427E-05
Glyma05g04270.1	0	9.35427E-05	0.000233857	0.000280628	0.000187085	0.000374171
Glyma02g10170.1	0.000159023	0	0.000140314	0.000364817	0.00013096	0.000374171
Glyma02g32100.1	0	0	0.000280628	0.000374171	9.35427E-05	0.000439651
Glyma09g36050.1	0.000374171	0	0	0.000187085	0.000636091	0
Glyma08g11490.1	0.000187085	0	0	0.00013096	0.000598674	0.000280628
Glyma07g01110.1	9.35427E-05	0.000654799	0.000458359	0	0	0
Glyma07g40300.1	0	0	0	0.000561256	0	0.000654799
Glyma09g02870.1	0	0.000654799	0	0	0.000280628	0.000280628
Glyma08g26150.1	0.000561256	0.000374171	0	0.000280628	0	0
Glyma15g09700.1	0.000187085	0	0	0.000187085	0.000187085	0.000654799
Glyma06g01790.2	0	0.000233857	0.000187085	0.000140314	0.000187085	0.000467714
Glyma08g44880.1	0.0003274	0.000187085	0	0.000608028	9.35427E-05	0
Glyma03g11580.1	9.35427E-05	9.35427E-05	0.000187085	0.000187085	0.000420942	0.000233857
Glyma05g38160.1	9.35427E-05	0.000467714	9.35427E-05	0	0.000561256	0
Glyma03g38520.1	9.35427E-05	0	0.000187085	0.000374171	0	0.000561256
Glyma9058s00200.1	0.000187085	0.000187085	0	0.000187085	9.35427E-05	0.000561256
Glyma17g07380.1	9.35427E-05	0.000374171	0.000374171	0.000280628	0	9.35427E-05
Glyma19g27380.1	0.000187085	0.000374171	9.35427E-05	0	0.000561256	0
Glyma09g08170.1	0.000187085	9.35427E-05	9.35427E-05	0.000374171	0.000187085	0.000280628
Glyma15g03840.1	0.000280628	9.35427E-05	0.000374171	0.000187085	0.000280628	0
Glyma10g37900.1	9.35427E-05	0.000187085	9.35427E-05	0.000280628	0.000187085	0.000374171
Glyma20g24550.1	0.000187085	0.000280628	0.000280628	0.000187085	0.000280628	0
Glyma10g02370.1	0.000280628	9.35427E-05	9.35427E-05	0.000280628	0.000187085	0.000280628
Glyma15g42610.1	0.000280628	9.35427E-05	0.000467714	0.000374171	0	0
Glyma07g38840.1	0.000374171	0	0	0.000654799	0	0.000187085
Glyma18g50060.1	0.000187085	0.000467714	0.000187085	9.35427E-05	9.35427E-05	0.000187085
Glyma14g04770.1	0.000514485	0.000140314	0.000374171	0	0	0.000187085
Glyma13g34560.1	0.000159023	6.54799E-05	0.000664153	3.74171E-05	0.000271274	2.80628E-05
Glyma13g19830.1	0.000243211	0.000374171	0	0.000430297	0.000187085	0
Glyma19g36990.1	0	0	0.000589319	0.000233857	0.000140314	0.000280628
Glyma05g26230.1	0.000551902	4.67714E-05	3.74171E-05	0.000140314	0.000187085	0.000280628
Glyma11g27720.2	9.35427E-05	0.000654799	0.00013096	0	0.000215148	0.000159023
Glyma10g36990.1	0.000149668	0	0.000187085	0	0.000776405	0.000149668
Glyma16g31250.1	0.000187085	0.000374171	0.000187085	0.000187085	0.0003274	0
Glyma06g14330.1	0	0	0	0	0.000748342	0.000523839
Glyma10g40150.1	0.000149668	0.000187085	0.000112251	0.000112251	0.000374171	0.000336754
Glyma08g02940.1	4.67714E-05	0.000233857	0.000187085	0.0003274	0.000271274	0.000205794
Glyma05g31760.1	0	0	0.000187085	0.000486422	0.000308691	0.000299337
Glyma10g26790.1	0.000374171	0	0.000187085	0.000374171	0.000187085	0.000187085
Glyma18g12210.1	0	0.000187085	0	0.000467714	0.000467714	0.000187085
Glyma16g23580.1	9.35427E-05	0.000187085	0.000374171	0.000374171	0	0.000280628
Glyma10g29780.1	0.000280628	0.000280628	0.000374171	0.000187085	9.35427E-05	9.35427E-05
Glyma05g08480.1	0.000561256	9.35427E-05	9.35427E-05	0.000561256	0	0
Glyma06g25880.1	0	0.000374171	9.35427E-05	0.000280628	0.000467714	9.35427E-05
Glyma05g36140.1	0.000374171	9.35427E-05	0	0.000374171	0.000187085	0.000280628
Glyma09g03560.1	0	0	0	0.000467714	0	0.000841885
Glyma06g20960.1	0.000280628	9.35427E-05	0.000187085	9.35427E-05	0.000280628	0.000374171
Glyma09g36340.1	0.000187085	9.35427E-05	0.000374171	9.35427E-05	0.000280628	0.000280628
Glyma08g13160.1	0	0.000467714	0	0.000187085	0.000467714	0.000187085
Glyma19g44950.1	9.35427E-05	0.000187085	9.35427E-05	9.35427E-05	0.000654799	0.000187085
Glyma11g04650.1	0.000187085	0	9.35427E-05	0.000467714	0.000280628	0.000280628
Glyma08g16100.1	0.000280628	9.35427E-05	0.000467714	0	9.35427E-05	0.000374171
Glyma05g34570.1	0.000168377	0	0.000121606	0.000149668	0.000542548	0.0003274
Glyma09g28490.1	0.000187085	0.000467714	0.000187085	0.000187085	9.35427E-05	0.000187085
Glyma09g08190.1	0.000280628	0.000467714	0.000280628	9.35427E-05	9.35427E-05	9.35427E-05
Glyma16g06250.1	0.000280628	0.000280628	0.00019644	0	9.35427E-05	0.000467714
Glyma20g39340.2	0.000374171	9.35427E-05	0	0.000486422	9.35427E-05	0.000280628
Glyma11g20180.1	0.000420942	7.48342E-05	0	0.000243211	0.000308691	0.000280628
Glyma10g29250.1	0	0.000589319	0	0.000280628	0.000467714	0
Glyma09g05820.1	0.000486422	0.000252565	0.000224503	0.000383525	0	0
Glyma04g37120.1	0.00013096	0	0	0.000467714	0.000467714	0.000280628
